color_name,hex,R,G,B,color_class
Turquoise,#36e6ed,54,230,237,Blue
Cadet Blue,#63b0ab,99,176,171,Blue
Fawn,#e9a666,233,166,102,Orange
Blue Bell,#9ba1ea,155,161,234,Blue
Lavender (Floral),#be7fda,190,127,218,Purple
Mardi Gras,#960b7b,150,11,123,Purple
Big Dip O’Ruby,#911e47,145,30,71,Brown
Mountain Meadow,#34c7a6,52,199,166,Green
Tufts Blue,#4685c5,70,133,197,Blue
Lime Green,#47d32f,71,211,47,Green
Medium Blue,#131ed3,19,30,211,Blue
Palatinate Blue,#1d3aec,29,58,236,Blue
Sea Green,#31a459,49,164,89,Green
Purple (Munsell),#a71ec5,167,30,197,Purple
Dodger Blue,#228efc,34,142,252,Blue
Sea Green,#209d54,32,157,84,Green
Sea Green,#369859,54,152,89,Green
Red-Brown,#ae332b,174,51,43,Red
Light Pastel Purple,#b1b1e9,177,177,233,Blue
Pale Cerulean,#aac0e4,170,192,228,Blue
Chinese Red,#a3421a,163,66,26,Brown
Rose,#f2127d,242,18,125,Pink
Deep Carrot Orange,#d8712f,216,113,47,Orange
Sepia,#764f11,118,79,17,Brown
Citrine,#d7d41a,215,212,26,Yellow
Rose Bonbon,#f83fa8,248,63,168,Pink
Saddle Brown,#885918,136,89,24,Brown
Olive Drab (Web) (Olive Drab #3),#75912e,117,145,46,Green
Languid Lavender,#dccaea,220,202,234,Purple
Persian Blue,#151ecb,21,30,203,Blue
Shocking Pink,#f302bb,243,2,187,Pink
Royal Blue (Traditional),#070763,7,7,99,Blue
Ube,#8b8fc6,139,143,198,Blue
Paris Green,#68c98d,104,201,141,Green
Tyrian Purple,#640136,100,1,54,Brown
Medium Aquamarine,#5ce199,92,225,153,Green
Spiro Disco Ball,#2cc0f0,44,192,240,Blue
Ginger,#a7580c,167,88,12,Brown
Unmellow Yellow,#fef97c,254,249,124,Yellow
Cadet Blue,#539798,83,151,152,Green
Ultramarine Blue,#3f70ed,63,112,237,Blue
Burlywood,#dbbe7b,219,190,123,Yellow
Sky Magenta,#d368af,211,104,175,Pink
Cinereous,#9f8685,159,134,133,Grey
Orange (Ryb),#f79809,247,152,9,Orange
Ucla Blue,#4f8291,79,130,145,Blue
Persian Rose,#e320af,227,32,175,Pink
La Salle Green,#0a7d31,10,125,49,Green
Ufo Green,#35f784,53,247,132,Green
Gamboge,#e6a412,230,164,18,Orange
Rose Madder,#df1b30,223,27,48,Red
Copper Penny,#bf7a64,191,122,100,Brown
Byzantine,#bc3db3,188,61,179,Pink
Persian Orange,#d98b52,217,139,82,Brown
Beaver,#aa8474,170,132,116,Brown
Purple Mountain Majesty,#8e67ab,142,103,171,Purple
Palatinate Blue,#0f1de7,15,29,231,Blue
Cerise Pink,#ec3b7c,236,59,124,Pink
Up Forest Green,#02531f,2,83,31,Green
United Nations Blue,#4a85ef,74,133,239,Blue
Bright Green,#5ff93e,95,249,62,Green
Indigo (Web),#5f0c70,95,12,112,Purple
Lime (Web) (X11 Green),#15dc01,21,220,1,Green
Maroon (Crayola),#c12451,193,36,81,Red
Avocado,#60670c,96,103,12,Green
Pastel Green,#8ada85,138,218,133,Green
Camouflage Green,#64955a,100,149,90,Green
Blue Gray,#6b9ecc,107,158,204,Blue
Ochre,#ce7925,206,121,37,Orange
Cambridge Blue,#86c3b2,134,195,178,Green
Dark Orchid,#9632ae,150,50,174,Purple
Cerulean Blue,#315cbe,49,92,190,Blue
Maya Blue,#53d5fc,83,213,252,Blue
Vivid Cerise,#e81e90,232,30,144,Pink
India Green,#12a703,18,167,3,Green
Harvest Gold,#ce9700,206,151,0,Yellow
Taupe,#4b273d,75,39,61,Brown
Blue (Pigment),#1d3596,29,53,150,Blue
Yellow-Green,#97b137,151,177,55,Green
Medium Aquamarine,#61f6a1,97,246,161,Green
Lavender Purple,#9e82ca,158,130,202,Purple
Rich Electric Blue,#248cd1,36,140,209,Blue
Purple (Munsell),#8c04c4,140,4,196,Purple
Violet (Ryb),#771cac,119,28,172,Purple
Pale Robin Egg Blue,#90e9c7,144,233,199,Green
Zaffre,#0522c3,5,34,195,Blue
Medium Spring Green,#43f99c,67,249,156,Green
Dark Jungle Green,#0e2626,14,38,38,Green
Hunter Green,#245c33,36,92,51,Green
Rich Lilac,#b263f4,178,99,244,Pink
Blue (Ryb),#102af4,16,42,244,Blue
Light Sea Green,#1faeb2,31,174,178,Blue
Indigo (Web),#4d0560,77,5,96,Purple
Blue Sapphire,#1d5d6a,29,93,106,Blue
Persian Indigo,#2c1e8b,44,30,139,Blue
Melon,#e6bbb6,230,187,182,Orange
Byzantine,#c730a6,199,48,166,Pink
Café Noir,#513529,81,53,41,Brown
Glaucous,#5b7cba,91,124,186,Blue
Dark Yellow,#9e8211,158,130,17,Yellow
Green-Yellow,#81f837,129,248,55,Green
Persian Indigo,#3a0b81,58,11,129,Blue
Han Purple,#4d0bfa,77,11,250,Blue
Copper Rose,#876766,135,103,102,Brown
Persimmon,#ea6a00,234,106,0,Orange
Malachite,#0bd517,11,213,23,Green
Russet,#88591d,136,89,29,Brown
Tiffany Blue,#07c1b1,7,193,177,Green
Purple Pizzazz,#e941de,233,65,222,Pink
Beaver,#a7836c,167,131,108,Brown
Lavender Gray,#c4e0cf,196,224,207,Green
Fandango,#9f3489,159,52,137,Pink
Blue Sapphire,#105480,16,84,128,Blue
Fuchsia (Crayola),#b658b9,182,88,185,Pink
Red (Munsell),#ee0a37,238,10,55,Red
Tyrian Purple,#550f3b,85,15,59,Purple
Medium Spring Green,#0efd93,14,253,147,Green
Bright Turquoise,#1fd9e8,31,217,232,Blue
China Rose,#a4557f,164,85,127,Pink
Dark Tan,#9b8a56,155,138,86,Green
Myrtle,#204122,32,65,34,Green
Pale Robin Egg Blue,#96e3d9,150,227,217,Blue
Dark Jungle Green,#2c221d,44,34,29,Brown
Medium Orchid,#af49e5,175,73,229,Pink
Rose Vale,#ab4f4d,171,79,77,Red
Blue (Crayola),#1a7ef4,26,126,244,Blue
Dark Goldenrod,#b87f14,184,127,20,Yellow
Cadet Grey,#91a4b4,145,164,180,Grey
Neon Fuchsia,#fd3d60,253,61,96,Red
Cg Red,#d6392a,214,57,42,Red
Light Brown,#b06721,176,103,33,Brown
Lust,#dd2119,221,33,25,Orange
Violet (Ryb),#9709a7,151,9,167,Purple
Zaffre,#0616ba,6,22,186,Blue
Lavender Indigo,#a85cef,168,92,239,Purple
Dodger Blue,#198bf6,25,139,246,Blue
Asparagus,#a2a75f,162,167,95,Green
Purple Taupe,#4c3f65,76,63,101,Purple
Flame,#e86316,232,99,22,Orange
Taupe,#54432d,84,67,45,Brown
Rose Pink,#fa69cf,250,105,207,Pink
Medium Turquoise,#58bbca,88,187,202,Blue
Medium Orchid,#a955d7,169,85,215,Pink
Deep Sky Blue,#05d8fa,5,216,250,Blue
Blue-Violet,#8613de,134,19,222,Purple
English Lavender,#b07d89,176,125,137,Brown
Jungle Green,#25a289,37,162,137,Green
Turquoise,#30ddca,48,221,202,Green
Caput Mortuum,#4a250d,74,37,13,Brown
French Beige,#ab784a,171,120,74,Brown
China Rose,#a35a70,163,90,112,Pink
Medium Spring Bud,#c3de8d,195,222,141,Yellow
Medium Slate Blue,#7b6cd9,123,108,217,Blue
Green-Yellow,#bef338,190,243,56,Yellow
Raspberry Pink,#dc4a94,220,74,148,Pink
Midnight Blue,#250465,37,4,101,Blue
Byzantine,#c638ac,198,56,172,Pink
Ku Crimson,#f00c17,240,12,23,Red
Tea Green,#d6fbd5,214,251,213,Yellow
Moss Green,#a3dfac,163,223,172,Green
Pearl,#dfebc7,223,235,199,Yellow
Persian Orange,#bf8959,191,137,89,Brown
Licorice,#1b0a23,27,10,35,Black
Thulian Pink,#ea80a0,234,128,160,Pink
Limerick,#91dc10,145,220,16,Green
Medium Aquamarine,#6defbb,109,239,187,Green
Granny Smith Apple,#a6dc96,166,220,150,Green
Dark Slate Blue,#4e389c,78,56,156,Purple
Regalia,#5f1376,95,19,118,Purple
Vegas Gold,#d7c958,215,201,88,Yellow
Royal Purple,#7664aa,118,100,170,Purple
Deep Saffron,#f89738,248,151,56,Orange
Medium Aquamarine,#60f5aa,96,245,170,Green
Tiffany Blue,#15beb4,21,190,180,Green
Medium Aquamarine,#6dde94,109,222,148,Green
Bleu De France,#1885df,24,133,223,Blue
Shocking Pink,#f903d7,249,3,215,Pink
Medium Aquamarine,#4df8b5,77,248,181,Green
Fern Green,#3ea041,62,160,65,Green
Turquoise Green,#99d7bc,153,215,188,Green
Cadet Blue,#48999a,72,153,154,Blue
Pastel Pink,#d2a8a4,210,168,164,Orange
Maize,#f2e868,242,232,104,Yellow
Sap Green,#587a2f,88,122,47,Green
Buff,#f1d47b,241,212,123,Yellow
Quartz,#564548,86,69,72,Brown
Mauvelous,#f49ab2,244,154,178,Pink
Blue-Violet,#6e34e9,110,52,233,Purple
Blue (Pigment),#3337a8,51,55,168,Blue
Celestial Blue,#559ccd,85,156,205,Blue
Dark Jungle Green,#191936,25,25,54,Black
Pear,#d0f22a,208,242,42,Yellow
Deep Magenta,#dc0cc7,220,12,199,Pink
Myrtle,#2b4b0d,43,75,13,Green
Ball Blue,#20adc0,32,173,192,Blue
Eton Blue,#7dd197,125,209,151,Green
Sandstorm,#e6e650,230,230,80,Yellow
Pale Goldenrod,#f2f9a5,242,249,165,Yellow
Davy'S Grey,#595b58,89,91,88,Grey
Malachite,#27d54d,39,213,77,Green
Blue-Violet,#7f32e5,127,50,229,Purple
Orchid,#d865d8,216,101,216,Pink
Moonstone Blue,#67b7c5,103,183,197,Blue
Dark Sea Green,#6fc391,111,195,145,Green
Pink Lace,#f8e1f9,248,225,249,White
Blue Bell,#a3a1ce,163,161,206,Grey
Yellow-Green,#7cd023,124,208,35,Green
Venetian Red,#cb1013,203,16,19,Red
Dark Magenta,#88078b,136,7,139,Purple
Pastel Magenta,#ea99cb,234,153,203,Pink
Lime (Web) (X11 Green),#07ee20,7,238,32,Green
Electric Ultramarine,#3400ec,52,0,236,Blue
Lime Green,#2ad70f,42,215,15,Green
Light Sea Green,#1ccaae,28,202,174,Green
Peru,#ce9340,206,147,64,Orange
Smoky Black,#131e00,19,30,0,Green
Violet (Ryb),#7d0ab8,125,10,184,Purple
Gold (Metallic),#d3af26,211,175,38,Yellow
Dark Gray,#a0ab9b,160,171,155,Grey
Sapphire,#1142cd,17,66,205,Blue
Light Crimson,#f46699,244,102,153,Pink
Dodger Blue,#129bf4,18,155,244,Blue
Tyrian Purple,#55014c,85,1,76,Purple
Café Noir,#523c25,82,60,37,Brown
Hot Magenta,#ea21e2,234,33,226,Pink
Medium Aquamarine,#4aee9b,74,238,155,Green
Flavescent,#f8e999,248,233,153,Yellow
Pale Carmine,#b74834,183,72,52,Brown
Pale Green,#9ceb98,156,235,152,Green
Blue (Ryb),#134fef,19,79,239,Blue
Timberwolf,#d5d7ce,213,215,206,Grey
Inchworm,#c6fd6d,198,253,109,Green
Icterine,#ecfa4c,236,250,76,Yellow
Ufo Green,#2fd584,47,213,132,Green
Twilight Lavender,#8f4567,143,69,103,Purple
Raspberry Pink,#e14ab4,225,74,180,Pink
Icterine,#f1f749,241,247,73,Yellow
Medium Purple,#9176eb,145,118,235,Purple
University Of California Gold,#9e8737,158,135,55,Green
Medium Slate Blue,#887ff5,136,127,245,Blue
Yellow Orange,#fcb938,252,185,56,Yellow
Dark Magenta,#96148c,150,20,140,Purple
Bright Turquoise,#02f7da,2,247,218,Blue
Napier Green,#31850c,49,133,12,Green
Green-Yellow,#befe34,190,254,52,Yellow
Resolution Blue,#021c85,2,28,133,Blue
Ufo Green,#44fb5f,68,251,95,Green
Denim,#1662c3,22,98,195,Blue
Pastel Gray,#d1c8bc,209,200,188,Grey
Ube,#8981bb,137,129,187,Purple
Persian Blue,#2621b8,38,33,184,Blue
Paris Green,#4fe781,79,231,129,Green
Teal Blue,#326e86,50,110,134,Blue
Black Leather Jacket,#213426,33,52,38,Green
Pastel Green,#6ce162,108,225,98,Green
Limerick,#9cb806,156,184,6,Green
United Nations Blue,#567fe2,86,127,226,Blue
Iris,#4529cd,69,41,205,Blue
Indigo,#7114f0,113,20,240,Purple
Bright Turquoise,#06dfe6,6,223,230,Blue
Barn Red,#871004,135,16,4,Red
Rose Bonbon,#fe4697,254,70,151,Pink
Byzantine,#be27c9,190,39,201,Purple
Pale Violet-Red,#d67890,214,120,144,Pink
Golden Brown,#8c601f,140,96,31,Brown
Palatinate Blue,#1421e4,20,33,228,Blue
University Of California Gold,#a58e2f,165,142,47,Yellow
Turkish Rose,#ac7b86,172,123,134,Brown
Raspberry Pink,#da439f,218,67,159,Pink
Little Boy Blue,#5cb5db,92,181,219,Blue
Fire Engine Red,#d42b1f,212,43,31,Red
Red-Violet,#cb027f,203,2,127,Pink
Olive Drab (Web) (Olive Drab #3),#6a9720,106,151,32,Green
Medium Sea Green,#549f73,84,159,115,Green
Bright Turquoise,#07edc3,7,237,195,Green
Palatinate Blue,#2910de,41,16,222,Blue
Crimson,#d5113c,213,17,60,Red
Ball Blue,#2ab7c4,42,183,196,Blue
Celadon Green,#227880,34,120,128,Blue
Cadet Blue,#59a29d,89,162,157,Blue
Turquoise,#39fbda,57,251,218,Green
Limerick,#9de00d,157,224,13,Green
Gainsboro,#dcdad7,220,218,215,Grey
Sky Magenta,#d368af,211,104,175,Pink
Chamoisee,#9f985b,159,152,91,Green
Tango Pink,#ee7472,238,116,114,Orange
Rose Quartz,#aa99bc,170,153,188,Blue
Ruddy Pink,#de8497,222,132,151,Pink
Urobilin,#bcaf22,188,175,34,Green
Orchid,#e36fd6,227,111,214,Pink
Dark Coral,#be6546,190,101,70,Brown
Mulberry,#c74392,199,67,146,Pink
Blue (Pigment),#4039a5,64,57,165,Blue
Columbia Blue,#97dcfe,151,220,254,Blue
Copper Penny,#b65e6b,182,94,107,Brown
Saddle Brown,#8c460e,140,70,14,Brown
Mantis,#72aa60,114,170,96,Green
Rose Quartz,#aa8cbd,170,140,189,Purple
Lime Green,#28d814,40,216,20,Green
Pale Robin Egg Blue,#84e1d6,132,225,214,Green
Dark Yellow,#a28601,162,134,1,Yellow
Medium Spring Green,#1ef1ae,30,241,174,Green
Mantis,#6cd544,108,213,68,Green
United Nations Blue,#5381f4,83,129,244,Blue
Ball Blue,#2599cc,37,153,204,Blue
Tangerine,#f47208,244,114,8,Orange
Sepia,#664b13,102,75,19,Brown
Lime Green,#3dd52c,61,213,44,Green
Sandstorm,#dbce53,219,206,83,Yellow
Chinese Red,#b8381b,184,56,27,Brown
Pine Green,#167569,22,117,105,Green
Ash Grey,#b2c0ad,178,192,173,Grey
Green (Ryb),#6ab942,106,185,66,Green
Brick Red,#cc3854,204,56,84,Pink
Olive Drab (Web) (Olive Drab #3),#73a611,115,166,17,Green
Rifle Green,#3a452c,58,69,44,Grey
Apple Green,#8fce03,143,206,3,Green
Crimson,#d81a43,216,26,67,Pink
Deep Ruby,#874363,135,67,99,Purple
June Bud,#aee04e,174,224,78,Green
Orchid,#e376d8,227,118,216,Pink
Mardi Gras,#a00c85,160,12,133,Purple
Fuzzy Wuzzy,#c47a61,196,122,97,Brown
Pink,#f7c0c9,247,192,201,Orange
North Texas Green,#0c932b,12,147,43,Green
Bistre,#382710,56,39,16,Brown
Sandstorm,#d9d34d,217,211,77,Yellow
Ultramarine,#170b7f,23,11,127,Blue
Sky Blue,#68dadf,104,218,223,Blue
Pastel Green,#7de67d,125,230,125,Green
Neon Fuchsia,#f9526c,249,82,108,Pink
Dark Spring Green,#126e51,18,110,81,Green
Ochre,#d5811a,213,129,26,Orange
Dark Orchid,#9632d6,150,50,214,Purple
Vermilion (Plochere),#d75f46,215,95,70,Orange
Apple Green,#8ea328,142,163,40,Green
Pastel Green,#80d66d,128,214,109,Green
Lavender Gray,#c5c6dc,197,198,220,Grey
Eton Blue,#78ca96,120,202,150,Green
Medium Aquamarine,#69fea5,105,254,165,Green
Yellow-Green,#91ed25,145,237,37,Green
Palatinate Purple,#630c68,99,12,104,Purple
Dark Pastel Green,#0cbd3e,12,189,62,Green
Persian Rose,#f122b0,241,34,176,Pink
Bulgarian Rose,#5b1405,91,20,5,Brown
Light Sea Green,#22e8ab,34,232,171,Green
Orchid,#d25ae9,210,90,233,Purple
St. Patrick'S Blue,#32316f,50,49,111,Blue
Mountain Meadow,#2ad193,42,209,147,Green
Ball Blue,#27b9cc,39,185,204,Green
Dandelion,#ecde20,236,222,32,Yellow
Thistle,#d9c7ce,217,199,206,Grey
Slate Blue,#773cd2,119,60,210,Purple
Wild Blue Yonder,#a3adbe,163,173,190,Grey
Caput Mortuum,#5a1f16,90,31,22,Brown
Neon Green,#2ff52e,47,245,46,Green
Ash Grey,#b8c0b3,184,192,179,Grey
Majorelle Blue,#5752ee,87,82,238,Blue
Lavender Rose,#fcb2f0,252,178,240,Pink
Copper Red,#c46b48,196,107,72,Brown
Medium Spring Green,#03fea0,3,254,160,Green
Wine,#732f2d,115,47,45,Brown
Pastel Blue,#b1dcca,177,220,202,Grey
Cordovan,#8f4848,143,72,72,Brown
Blue Sapphire,#216e75,33,110,117,Blue
Dark Byzantium,#5a3744,90,55,68,Brown
Cotton Candy,#f0c1dc,240,193,220,Pink
Green (Ryb),#6cb921,108,185,33,Green
Dark Orchid,#8119c8,129,25,200,Purple
Jazzberry Jam,#b40d56,180,13,86,Pink
Ufo Green,#26c56b,38,197,107,Green
Light Pastel Purple,#b6aade,182,170,222,Blue
Crimson Glory,#b61434,182,20,52,Red
Medium Sea Green,#4eb060,78,176,96,Green
Majorelle Blue,#5b4adf,91,74,223,Blue
Lime Green,#18cb0e,24,203,14,Green
Inchworm,#93f448,147,244,72,Green
Lavender (Web),#ead7f5,234,215,245,Purple
Blue-Violet,#7f1fe3,127,31,227,Purple
Boysenberry,#882e60,136,46,96,Brown
Arsenic,#403963,64,57,99,Grey
Prussian Blue,#0d3955,13,57,85,Blue
Dark Magenta,#9f0397,159,3,151,Pink
Purple (Html/Css),#80147a,128,20,122,Purple
Majorelle Blue,#4a49e1,74,73,225,Blue
Straw,#d5ed69,213,237,105,Yellow
Regalia,#5c2f90,92,47,144,Purple
India Green,#10c704,16,199,4,Green
Medium Sea Green,#3fc051,63,192,81,Green
Tea Green,#c8edda,200,237,218,Yellow
Prune,#631d29,99,29,41,Brown
Lime Green,#3bd829,59,216,41,Green
Deep Magenta,#d209db,210,9,219,Pink
Paris Green,#54e279,84,226,121,Green
Vegas Gold,#d0bc62,208,188,98,Yellow
Pastel Magenta,#f892ce,248,146,206,Pink
Bright Turquoise,#34e9eb,52,233,235,Blue
Bright Turquoise,#17ebc3,23,235,195,Green
Ufo Green,#28e276,40,226,118,Green
Olive Drab (Web) (Olive Drab #3),#6e9d07,110,157,7,Green
Heliotrope,#d485f9,212,133,249,Pink
Raspberry Rose,#b04776,176,71,118,Pink
Tyrian Purple,#6c1339,108,19,57,Brown
Sandstorm,#efd145,239,209,69,Yellow
Payne'S Grey,#606675,96,102,117,Grey
Turquoise,#37d2b2,55,210,178,Green
Dark Goldenrod,#b59605,181,150,5,Yellow
Pumpkin,#fe8013,254,128,19,Orange
Charcoal,#372b55,55,43,85,Blue
Bright Turquoise,#1ffadd,31,250,221,Green
Pale Goldenrod,#dedda4,222,221,164,Yellow
Lavender Indigo,#9f68ef,159,104,239,Purple
Turquoise,#3ae9c5,58,233,197,Green
Palatinate Blue,#3d24d9,61,36,217,Blue
Dark Tangerine,#f9b413,249,180,19,Yellow
Cornflower Blue,#8d8ef5,141,142,245,Blue
Maya Blue,#71cafc,113,202,252,Blue
Mountbatten Pink,#956b90,149,107,144,Brown
Razzle Dazzle Rose,#d53cce,213,60,206,Pink
Pastel Yellow,#e7fa95,231,250,149,Yellow
Blue-Violet,#732bec,115,43,236,Purple
Pastel Orange,#f4b64f,244,182,79,Yellow
Sky Magenta,#d857af,216,87,175,Pink
Raspberry,#f5075f,245,7,95,Red
Pear,#c5e729,197,231,41,Green
Yellow-Green,#8cc833,140,200,51,Green
Rich Brilliant Lavender,#f4a6f9,244,166,249,Pink
Venetian Red,#c31018,195,16,24,Red
Persian Blue,#1745c1,23,69,193,Blue
Razzle Dazzle Rose,#e436ef,228,54,239,Pink
Sea Green,#28895f,40,137,95,Green
Gold (Metallic),#c9af36,201,175,54,Yellow
Medium Aquamarine,#76d6a2,118,214,162,Green
Tangerine,#f68405,246,132,5,Orange
Fern Green,#4b8745,75,135,69,Green
Opera Mauve,#b27ea7,178,126,167,Purple
Cameo Pink,#ecc5d9,236,197,217,Pink
Red-Violet,#cd038e,205,3,142,Purple
Aureolin,#feea0f,254,234,15,Yellow
Persian Indigo,#33245e,51,36,94,Blue
Light Taupe,#af915a,175,145,90,Brown
Carolina Blue,#98bcd4,152,188,212,Blue
Napier Green,#3d6b0a,61,107,10,Green
Rich Maroon,#af3063,175,48,99,Pink
Cg Blue,#01809f,1,128,159,Blue
Cerulean,#0480a9,4,128,169,Blue
Yellow-Green,#7bca30,123,202,48,Green
Dark Goldenrod,#b4820a,180,130,10,Yellow
Verdigris,#32b3bb,50,179,187,Blue
Dark Magenta,#961096,150,16,150,Pink
Ruby,#f01454,240,20,84,Red
Sapphire Blue,#005ba2,0,91,162,Blue
Alabama Crimson,#ad2d39,173,45,57,Red
Dark Magenta,#8b0689,139,6,137,Purple
Lavender (Web),#ead7f3,234,215,243,Purple
Turquoise,#26dcb8,38,220,184,Green
Olive,#8b7301,139,115,1,Green
Air Superiority Blue,#7e97bf,126,151,191,Blue
Raspberry,#f0045c,240,4,92,Red
Dim Gray,#6a7571,106,117,113,Grey
Ufo Green,#3cd16b,60,209,107,Green
Lavender (Web),#dbe1f1,219,225,241,Blue
Psychedelic Purple,#d217f1,210,23,241,Pink
Pastel Blue,#9cc9cd,156,201,205,Grey
Pale Blue,#b6eee5,182,238,229,Green
Bulgarian Rose,#451109,69,17,9,Brown
Ochre,#d87514,216,117,20,Orange
St. Patrick'S Blue,#224e78,34,78,120,Blue
Celestial Blue,#3ba0be,59,160,190,Blue
Mardi Gras,#990678,153,6,120,Purple
Royal Fuchsia,#cb29b3,203,41,179,Pink
Avocado,#6a9301,106,147,1,Green
Purple Heart,#6f397f,111,57,127,Purple
Twilight Lavender,#7e5472,126,84,114,Brown
Halayà úBe,#633763,99,55,99,Purple
Lime Green,#26d530,38,213,48,Green
Maroon (Crayola),#d32248,211,34,72,Red
Viridian,#32986c,50,152,108,Green
French Lime,#c7f90d,199,249,13,Yellow
Lime Green,#2eef35,46,239,53,Green
Pale Lavender,#e0d7fa,224,215,250,Purple
Zaffre,#1113bd,17,19,189,Blue
Olive,#758014,117,128,20,Green
Medium Aquamarine,#55d5b6,85,213,182,Green
Regalia,#4c287f,76,40,127,Purple
Byzantium,#792580,121,37,128,Purple
Razzmatazz,#f41f60,244,31,96,Red
Blue (Crayola),#197de9,25,125,233,Blue
Ruby,#ea0f63,234,15,99,Red
Byzantine,#a726a8,167,38,168,Purple
Celestial Blue,#438cd4,67,140,212,Blue
Purple Heart,#5745a7,87,69,167,Blue
Taupe,#47393d,71,57,61,Grey
Royal Blue (Web),#3b7fdd,59,127,221,Blue
Dollar Bill,#87bf4e,135,191,78,Green
Myrtle,#1b4b14,27,75,20,Green
Granny Smith Apple,#afe895,175,232,149,Green
Medium Sea Green,#3bb977,59,185,119,Green
Eggshell,#f2e9d4,242,233,212,White
Lavender (Floral),#a680ea,166,128,234,Purple
Lavender Purple,#a47ebb,164,126,187,Purple
Telemagenta,#d73276,215,50,118,Pink
Dark Violet,#9e07e3,158,7,227,Purple
Maya Blue,#53bbf6,83,187,246,Blue
Mango Tango,#fa8234,250,130,52,Orange
Lapis Lazuli,#375892,55,88,146,Blue
Plum (Web),#ddb3e1,221,179,225,Pink
Teal Blue,#3c8099,60,128,153,Blue
Tyrian Purple,#3e074c,62,7,76,Purple
Blue Sapphire,#265873,38,88,115,Blue
Green (Ryb),#78b12e,120,177,46,Green
Dark Sea Green,#73c499,115,196,153,Green
Razzmatazz,#e1225f,225,34,95,Red
Lime (Color Wheel),#bfe60c,191,230,12,Green
Maroon (Crayola),#b3144a,179,20,74,Red
Han Purple,#4909c7,73,9,199,Blue
Light Gray,#c8ddcf,200,221,207,Green
Sunglow,#fcba36,252,186,54,Yellow
Copper Penny,#b77467,183,116,103,Brown
Bright Green,#5efe10,94,254,16,Green
Caribbean Green,#04cc9f,4,204,159,Green
Violet (Web),#e981f0,233,129,240,Pink
Dark Sea Green,#a0ba89,160,186,137,Green
Kelly Green,#42a30f,66,163,15,Green
Cambridge Blue,#9ec3c1,158,195,193,Grey
Han Purple,#6212d0,98,18,208,Purple
Rifle Green,#3e5934,62,89,52,Green
Earth Yellow,#e1b364,225,179,100,Yellow
Celadon Green,#1e867f,30,134,127,Green
Icterine,#eaf961,234,249,97,Yellow
Camouflage Green,#709b51,112,155,81,Green
Dark Raspberry,#98235c,152,35,92,Purple
Royal Fuchsia,#cb2bbd,203,43,189,Purple
Light Crimson,#ec6e8b,236,110,139,Red
Jazzberry Jam,#ab1768,171,23,104,Purple
Bleu De France,#36a4f4,54,164,244,Blue
Iris,#653fbf,101,63,191,Blue
Limerick,#aeab13,174,171,19,Green
Maya Blue,#71acf5,113,172,245,Blue
Vivid Cerise,#e22484,226,36,132,Pink
Sapphire,#1753b2,23,83,178,Blue
Byzantium,#701b7d,112,27,125,Purple
Mardi Gras,#8f0770,143,7,112,Purple
Tuscan Red,#7d4c4c,125,76,76,Brown
Napier Green,#32a708,50,167,8,Green
Midnight Blue,#1c0755,28,7,85,Blue
Pumpkin,#fc7910,252,121,16,Orange
Hunter Green,#2e5d43,46,93,67,Green
Tiffany Blue,#12d5b4,18,213,180,Green
Forest Green (Web),#12ac25,18,172,37,Green
Lavender (Floral),#b08aef,176,138,239,Blue
Blond,#f4f5bf,244,245,191,Yellow
Granny Smith Apple,#a7f0a7,167,240,167,Green
Wine Dregs,#671b45,103,27,69,Brown
Bright Cerulean,#15bddc,21,189,220,Blue
Razzle Dazzle Rose,#e32fc5,227,47,197,Pink
Timberwolf,#dadad7,218,218,215,Grey
Spring Green,#09f06d,9,240,109,Green
Spring Green,#07ed7e,7,237,126,Green
Bone,#e6d9c6,230,217,198,White
Dark Blue,#0b0387,11,3,135,Blue
Topaz,#faca6e,250,202,110,Yellow
Baby Blue,#79dff0,121,223,240,Blue
Army Green,#485125,72,81,37,Green
Medium Turquoise,#42d2bc,66,210,188,Green
Laser Lemon,#fdf419,253,244,25,Yellow
Medium Spring Bud,#c5f47d,197,244,125,Yellow
Violet (Ryb),#7b0bc0,123,11,192,Purple
Blizzard Blue,#b6e1fc,182,225,252,Blue
Pale Lavender,#e3cbed,227,203,237,Purple
Yellow-Green,#83ce20,131,206,32,Green
Persian Blue,#3025c1,48,37,193,Blue
Azure,#058bf3,5,139,243,Blue
Rifle Green,#384f30,56,79,48,Green
Green (Crayola),#19956f,25,149,111,Green
Dark Orchid,#a129bb,161,41,187,Purple
Mauvelous,#ed9c9e,237,156,158,Orange
Maroon (Crayola),#c3164c,195,22,76,Red
Fern Green,#4e824a,78,130,74,Green
Mountain Meadow,#339e9a,51,158,154,Blue
Zaffre,#150daa,21,13,170,Blue
Ultramarine Blue,#354ef7,53,78,247,Blue
Mulberry,#c25394,194,83,148,Pink
Violet-Blue,#4449b1,68,73,177,Blue
Brown (Traditional),#953405,149,52,5,Brown
